Andre Russell,Ben Stokes,Chris Morris,Dwayne Bravo,Imran Tahir,Jofra Archer,Kagiso Rabada,Keemo Paul,Lasith Malinga,Moeen Ali,Mohammad Nabi,Rashid Khan,Sam Curran,Sunil Narine,Trent Boult
11,14,10,12,2,8,1,13,3,7,4,5,6,15,9
9,15,12,6,1,5,2,13,4,10,8,3,11,7,14
8,13,7,10,1,9,2,11,3,14,5,6,4,12,15
8,15,9,6,1,5,2,13,4,12,10,3,11,7,14
9,15,7,10,2,8,1,12,3,11,5,4,6,13,14
9,14,6,7,1,5,2,12,4,13,11,3,10,8,15
11,15,12,9,1,7,2,13,3,10,4,5,6,8,14
5,14,9,8,1,6,2,13,4,11,7,3,12,10,15
6,14,8,10,1,9,2,13,3,11,5,4,7,12,15
4,13,11,7,1,5,3,12,8,6,10,2,15,9,14
5,14,8,7,1,6,2,12,4,11,10,3,13,9,15
6,14,11,7,1,4,3,12,10,5,8,2,15,9,13
5,15,7,9,1,6,2,13,4,11,8,3,12,10,14
7,14,8,10,1,9,2,13,3,11,4,5,6,12,15
11,15,12,9,1,7,2,13,3,10,4,5,6,8,14
6,14,5,9,1,7,2,11,3,13,8,4,10,12,15
10,14,11,8,1,9,2,13,3,12,6,4,5,7,15
11,15,10,9,1,7,2,13,3,12,5,4,6,8,14
8,14,7,9,1,10,2,12,3,13,6,4,5,11,15
4,13,11,6,1,5,3,12,7,8,10,2,14,9,15
7,14,12,9,1,8,2,13,3,11,4,6,5,10,15
8,13,7,10,1,9,2,12,3,14,6,4,5,11,15
7,10,8,11,1,9,2,12,3,13,4,5,6,14,15
5,14,7,6,1,8,2,13,3,12,11,4,9,10,15
8,13,7,12,1,6,2,10,3,9,5,4,11,15,14
7,14,8,9,1,10,2,12,3,13,5,6,4,11,15
8,14,10,9,1,7,2,13,3,12,5,4,6,11,15
8,12,7,11,1,9,2,10,3,13,4,6,5,14,15
5,14,9,6,1,7,2,13,4,10,11,3,12,8,15
7,15,10,11,1,9,2,12,3,8,4,6,5,13,14
7,14,9,8,1,10,2,13,3,12,5,6,4,11,15
5,14,10,6,1,7,2,13,4,11,9,3,12,8,15
10,9,13,14,2,11,1,12,3,7,4,6,5,15,8
6,14,5,8,1,7,2,12,3,13,11,4,10,9,15
6,14,11,7,1,9,2,13,3,12,10,4,5,8,15
6,13,5,8,1,7,2,10,4,14,12,3,11,9,15
10,15,9,8,1,7,2,13,3,12,5,4,6,11,14
12,13,9,11,2,7,1,15,3,8,4,6,5,14,10
5,14,9,6,1,7,2,13,4,12,11,3,10,8,15
9,11,13,14,2,10,1,12,3,7,4,6,5,15,8
8,14,9,6,1,5,2,12,4,13,11,3,10,7,15
11,15,10,8,1,7,2,13,3,12,4,6,5,9,14
7,14,11,8,1,10,2,13,3,12,6,4,5,9,15
7,14,8,10,1,9,2,13,3,11,4,6,5,12,15
10,14,11,9,1,8,2,13,3,12,5,6,4,7,15
7,14,11,8,1,9,2,13,3,12,6,4,5,10,15
9,12,6,14,2,11,1,8,3,7,4,5,10,15,13
7,14,10,9,1,8,2,13,3,12,5,4,6,11,15
7,14,8,9,1,10,2,12,3,13,5,6,4,11,15
4,13,6,9,1,7,2,11,5,10,8,3,14,12,15
9,14,11,8,1,10,2,13,3,12,5,6,4,7,15
10,14,8,6,1,5,2,12,4,13,9,3,11,7,15
5,14,11,6,1,8,2,13,3,12,10,4,9,7,15
10,15,11,9,1,7,2,13,3,12,4,5,6,8,14
10,15,12,9,1,7,2,13,3,11,5,4,6,8,14
5,14,6,8,1,7,2,12,4,11,10,3,13,9,15
10,14,11,9,1,7,2,13,3,12,6,4,5,8,15
7,14,5,9,1,6,2,10,4,13,8,3,12,11,15
8,13,7,10,1,9,2,12,3,14,6,4,5,11,15
4,13,7,8,1,6,2,12,5,10,9,3,14,11,15
4,9,8,12,1,11,2,10,6,7,5,3,14,15,13
5,13,10,9,1,7,2,14,3,12,6,4,8,11,15
5,14,6,8,1,7,2,11,4,13,9,3,12,10,15
10,14,11,9,1,8,2,13,3,12,6,4,5,7,15
11,15,8,9,1,7,2,12,3,13,6,4,5,10,14
10,15,12,8,1,9,2,13,3,11,4,6,5,7,14
13,11,15,12,2,8,1,10,3,7,4,6,5,14,9
4,11,7,12,1,10,2,9,5,8,6,3,13,15,14
12,15,8,10,1,6,2,13,3,7,5,4,9,11,14
4,12,14,8,1,6,3,11,9,5,7,2,15,10,13
10,14,12,9,1,7,2,13,3,11,5,4,6,8,15
5,14,8,6,1,7,2,13,4,12,10,3,11,9,15
12,15,11,10,1,7,2,13,3,9,4,6,5,8,14
7,9,13,14,2,12,1,11,3,6,4,8,5,15,10
8,14,9,6,1,5,2,12,3,13,11,4,10,7,15
10,15,9,11,1,7,2,13,3,8,4,6,5,12,14
8,14,11,10,1,7,2,13,3,12,4,6,5,9,15
12,11,13,14,2,9,1,10,3,6,4,7,5,15,8
7,14,11,8,1,9,2,13,3,12,5,4,6,10,15
7,14,10,9,1,5,2,11,6,8,4,3,15,12,13
7,14,11,8,1,10,2,13,3,12,5,6,4,9,15
5,14,9,7,1,6,2,13,4,10,11,3,12,8,15
7,13,9,11,2,10,1,14,3,8,4,5,6,15,12
9,7,12,14,2,13,1,11,3,6,4,10,5,15,8
6,14,11,10,1,8,2,13,3,12,7,4,5,9,15
5,14,8,6,1,7,2,13,4,10,11,3,12,9,15
7,13,12,9,1,10,2,14,3,8,4,6,5,11,15
7,13,8,9,1,10,2,12,3,14,6,4,5,11,15
6,12,11,9,1,8,2,10,4,7,5,3,15,13,14
5,14,12,6,1,7,2,13,3,11,9,4,10,8,15
5,14,11,8,1,9,2,12,3,13,7,4,6,10,15
5,14,6,8,1,7,2,11,4,12,10,3,13,9,15
